sql,sentences_fr
"SELECT T1.id , T2.installation_date FROM trip AS T1 JOIN station AS T2 ON T1.end_station_id = T2.id",Quelle est la date d'installation de chaque station d'arrivée sur tous les trajets ?
SELECT T1.id FROM trip AS T1 JOIN station AS T2 ON T1.start_station_id = T2.id ORDER BY T2.dock_count DESC LIMIT 1,Quel voyage a commencé à partir de la gare avec le plus grand nombre de quais ? Donnez-moi l'identifiant du voyage.
SELECT T1.id FROM trip AS T1 JOIN station AS T2 ON T1.start_station_id = T2.id ORDER BY T2.dock_count DESC LIMIT 1,Quel est l'identifiant du trajet qui a commencé à partir de la gare avec le plus grand nombre de quais ?
"SELECT count(*) FROM trip AS T1 JOIN station AS T2 ON T1.end_station_id = T2.id WHERE T2.city != ""San Francisco""",Comptez le nombre de voyages qui ne se sont pas terminés dans la ville de San Francisco.
"SELECT count(*) FROM trip AS T1 JOIN station AS T2 ON T1.end_station_id = T2.id WHERE T2.city != ""San Francisco""",Combien de voyages ne se sont pas terminés à San Francisco ?
"SELECT date FROM weather WHERE zip_code = 94107 AND EVENTS != ""Fog"" AND EVENTS != ""Rain""","Au code postal 94107, quel jour ni brouillard ni pluie n'ont été observés ?"
"SELECT date FROM weather WHERE zip_code = 94107 AND EVENTS != ""Fog"" AND EVENTS != ""Rain""",Quel jour n'y a-t-il eu ni brouillard ni pluie dans le code postal 94107 ?
SELECT id FROM station WHERE lat > 37.4 EXCEPT SELECT station_id FROM status GROUP BY station_id HAVING min(bikes_available) < 7,"Quels sont les identifiants des stations qui ont une latitude supérieure à 37,4 et qui n'ont jamais eu de disponibilité de vélos en dessous de 7 ?"
SELECT id FROM station WHERE lat > 37.4 EXCEPT SELECT station_id FROM status GROUP BY station_id HAVING min(bikes_available) < 7,"Quels sont les identifiants de toutes les stations qui ont une latitude supérieure à 37,4 et qui n'ont jamais eu moins de 7 vélos disponibles ?"
"SELECT T1.name FROM station AS T1 JOIN status AS T2 ON T1.id = T2.station_id GROUP BY T2.station_id HAVING avg(bikes_available) > 10 EXCEPT SELECT name FROM station WHERE city = ""San Jose""",Quels sont les noms des stations qui ont une disponibilité moyenne de vélos supérieure à 10 et qui ne sont pas situées dans la ville de San José ?
"SELECT T1.name FROM station AS T1 JOIN status AS T2 ON T1.id = T2.station_id GROUP BY T2.station_id HAVING avg(bikes_available) > 10 EXCEPT SELECT name FROM station WHERE city = ""San Jose""",Quels sont les noms de toutes les stations qui ont plus de 10 vélos disponibles et qui ne sont pas situées à San Jose ?
"SELECT name , lat , city FROM station ORDER BY lat LIMIT 1","Quels sont le nom, la latitude et la ville de la station avec la latitude la plus basse ?"
"SELECT name , lat , city FROM station ORDER BY lat LIMIT 1","Quels sont le nom, la latitude et la ville de la gare la plus au sud ?"
"SELECT date , mean_temperature_f , mean_humidity FROM weather ORDER BY max_gust_speed_mph DESC LIMIT 3","Quelles sont la date, la température moyenne et l'humidité moyenne pour les 3 premiers jours avec les vitesses de rafales maximales les plus élevées ?"
"SELECT date , mean_temperature_f , mean_humidity FROM weather ORDER BY max_gust_speed_mph DESC LIMIT 3","Quelle est la date, la température moyenne et l'humidité moyenne pour les jours avec les 3 plus grandes vitesses de rafales maximales ?"
"SELECT city , COUNT(*) FROM station GROUP BY city HAVING COUNT(*) >= 15",Indiquez le nom et le nombre de stations pour toutes les villes qui ont au moins 15 stations.
"SELECT city , COUNT(*) FROM station GROUP BY city HAVING COUNT(*) >= 15",Quel est le nom de chaque ville qui a au moins 15 stations et combien de stations a-t-elle ?
"SELECT start_station_id , start_station_name FROM trip GROUP BY start_station_name HAVING COUNT(*) >= 200",Trouver les identifiants et les noms des gares à partir desquelles au moins 200 trajets ont commencé.
"SELECT start_station_id , start_station_name FROM trip GROUP BY start_station_name HAVING COUNT(*) >= 200",Quels sont les identifiants et les noms de toutes les stations de départ qui ont été le début d'au moins 200 trajets ?
SELECT zip_code FROM weather GROUP BY zip_code HAVING avg(mean_visibility_miles) < 10,Trouvez le code postal dans lequel la visibilité moyenne moyenne est inférieure à 10.
SELECT zip_code FROM weather GROUP BY zip_code HAVING avg(mean_visibility_miles) < 10,"Pour chaque code postal, sélectionnez tous ceux qui ont une visibilité moyenne moyenne inférieure à 10."
SELECT city FROM station GROUP BY city ORDER BY max(lat) DESC,Énumérez toutes les villes dans l'ordre décroissant de la latitude la plus élevée des stations de chaque ville.
SELECT city FROM station GROUP BY city ORDER BY max(lat) DESC,"Pour chaque ville, listez leurs noms dans l'ordre décroissant de leur latitude de station la plus élevée."
"SELECT date , cloud_cover FROM weather ORDER BY cloud_cover DESC LIMIT 5",Quelles sont les dates qui ont eu les 5 meilleurs taux de couverture nuageuse ? Dites-moi aussi le taux de couverture nuageuse.
"SELECT date , cloud_cover FROM weather ORDER BY cloud_cover DESC LIMIT 5",Quelles sont les dates qui ont les 5 taux de couverture nuageuse les plus élevés et quels sont les taux ?
"SELECT id , duration FROM trip ORDER BY duration DESC LIMIT 3",Quels sont les identifiants et durées des trajets avec les 3 premières durées ?
"SELECT id , duration FROM trip ORDER BY duration DESC LIMIT 3",Quels sont les identifiants des voyages qui ont duré le plus longtemps et combien de temps ont-ils duré ?
"SELECT T1.name , T1.long , avg(T2.duration) FROM station AS T1 JOIN trip AS T2 ON T1.id = T2.start_station_id GROUP BY T2.start_station_id","Pour chaque station, renvoyez sa longitude et la durée moyenne des trajets qui ont commencé à partir de la station."
"SELECT T1.name , T1.long , avg(T2.duration) FROM station AS T1 JOIN trip AS T2 ON T1.id = T2.start_station_id GROUP BY T2.start_station_id","Pour chaque identifiant de station de départ, quel est son nom, sa longitude et la durée moyenne des trajets qui y ont commencé ?"
"SELECT T1.name , T1.lat , min(T2.duration) FROM station AS T1 JOIN trip AS T2 ON T1.id = T2.end_station_id GROUP BY T2.end_station_id","Pour chaque gare, trouvez sa latitude et la durée minimale des trajets qui se sont terminés à la gare."
"SELECT T1.name , T1.lat , min(T2.duration) FROM station AS T1 JOIN trip AS T2 ON T1.id = T2.end_station_id GROUP BY T2.end_station_id","Pour chaque ID de station d'extrémité, quel est son nom, sa latitude et la durée minimale des trajets qui s'y terminent ?"
SELECT DISTINCT start_station_name FROM trip WHERE duration < 100,Listez toutes les stations distinctes à partir desquelles un trajet d'une durée inférieure à 100 a commencé.
SELECT DISTINCT start_station_name FROM trip WHERE duration < 100,Quels sont les différents noms de stations de départ pour un trajet qui a duré moins de 100 ?
SELECT DISTINCT zip_code FROM weather EXCEPT SELECT DISTINCT zip_code FROM weather WHERE max_dew_point_f >= 70,Trouvez tous les codes postaux dans lesquels le point de rosée maximum n'a jamais atteint 70.
SELECT DISTINCT zip_code FROM weather EXCEPT SELECT DISTINCT zip_code FROM weather WHERE max_dew_point_f >= 70,Quels sont tous les différents codes postaux qui ont un point de rosée maximum toujours inférieur à 70 ?
SELECT id FROM trip WHERE duration >= (SELECT avg(duration) FROM trip WHERE zip_code = 94103),Trouvez l'identifiant des trajets qui ont duré au moins aussi longtemps que la durée moyenne des trajets dans le code postal 94103.
SELECT id FROM trip WHERE duration >= (SELECT avg(duration) FROM trip WHERE zip_code = 94103),Quels sont les identifiants de tous les trajets qui ont duré autant que la durée moyenne du trajet dans le code postal 94103 ?
SELECT date FROM weather WHERE mean_sea_level_pressure_inches BETWEEN 30.3 AND 31,"Quelles sont les dates auxquelles la pression moyenne au niveau de la mer était comprise entre 30,3 et 31 ?"
SELECT date FROM weather WHERE mean_sea_level_pressure_inches BETWEEN 30.3 AND 31,"Quelles sont les dates qui ont une pression moyenne au niveau de la mer entre 30,3 et 31 ?"
"SELECT date , max_temperature_f - min_temperature_f FROM weather ORDER BY max_temperature_f - min_temperature_f LIMIT 1",Trouvez le jour où la différence entre la température maximale et la température minimale était la plus petite. Signalez également la différence.
"SELECT date , max_temperature_f - min_temperature_f FROM weather ORDER BY max_temperature_f - min_temperature_f LIMIT 1","Quels sont les jours qui ont eu la plus petite plage de température, et quelle était cette plage ?"
"SELECT DISTINCT T1.id , T1.name FROM station AS T1 JOIN status AS T2 ON T1.id = T2.station_id WHERE T2.bikes_available > 12",Quels sont l'identifiant et le nom des stations qui ont déjà eu plus de 12 vélos disponibles ?
"SELECT DISTINCT T1.id , T1.name FROM station AS T1 JOIN status AS T2 ON T1.id = T2.station_id WHERE T2.bikes_available > 12",Quels sont les différents identifiants et noms des stations qui ont eu plus de 12 vélos disponibles ?
SELECT zip_code FROM weather GROUP BY zip_code HAVING avg(mean_humidity) < 70 INTERSECT SELECT zip_code FROM trip GROUP BY zip_code HAVING count(*) >= 100,Donnez-moi le code postal où l'humidité moyenne moyenne est inférieure à 70 et au moins 100 trajets ont eu lieu.
SELECT zip_code FROM weather GROUP BY zip_code HAVING avg(mean_humidity) < 70 INTERSECT SELECT zip_code FROM trip GROUP BY zip_code HAVING count(*) >= 100,Quels sont les codes postaux qui ont une humidité moyenne moyenne inférieure à 70 et qui ont fait au moins 100 trajets ?
"SELECT name FROM station WHERE city = ""Palo Alto"" EXCEPT SELECT end_station_name FROM trip GROUP BY end_station_name HAVING count(*) > 100",Quels sont les noms des gares situées dans la ville de Palo Alto mais qui n'ont jamais été le point d'arrivée des voyages plus de 100 fois ?
"SELECT name FROM station WHERE city = ""Palo Alto"" EXCEPT SELECT end_station_name FROM trip GROUP BY end_station_name HAVING count(*) > 100",Quels sont les noms des stations situées à Palo Alto mais qui n'ont jamais été le point d'arrivée des voyages
"SELECT count(*) FROM station AS T1 JOIN trip AS T2 JOIN station AS T3 JOIN trip AS T4 ON T1.id = T2.start_station_id AND T2.id = T4.id AND T3.id = T4.end_station_id WHERE T1.city = ""Mountain View"" AND T3.city = ""Palo Alto""",Combien de voyages ont commencé à partir de la ville de Mountain View et se sont terminés à la ville de Palo Alto ?
"SELECT count(*) FROM station AS T1 JOIN trip AS T2 JOIN station AS T3 JOIN trip AS T4 ON T1.id = T2.start_station_id AND T2.id = T4.id AND T3.id = T4.end_station_id WHERE T1.city = ""Mountain View"" AND T3.city = ""Palo Alto""",Combien de voyages indiqués à partir d'une station à Mountain View et se sont terminés à une à Palo Alto ?
"SELECT avg(T1.lat) , avg(T1.long) FROM station AS T1 JOIN trip AS T2 ON T1.id = T2.start_station_id",Quelle est la latitude et la longitude moyennes des points de départ de tous les trajets ?
"SELECT avg(T1.lat) , avg(T1.long) FROM station AS T1 JOIN trip AS T2 ON T1.id = T2.start_station_id",Quelle est la latitude et la longitude moyennes de toutes les stations de départ des trajets ?
SELECT count(*) FROM book,Combien y a-t-il de livres ici?
SELECT Writer FROM book ORDER BY Writer ASC,Listez les auteurs des livres par ordre alphabétique croissant.
SELECT Title FROM book ORDER BY Issues ASC,Listez les titres des livres par ordre croissant de numéros.
"SELECT Title FROM book WHERE Writer != ""Elaine Lee""",Quels sont les titres des livres dont l'auteur n'est pas « Elaine Lee » ?
"SELECT Title , Issues FROM book",Quels sont le titre et les numéros des livres?
SELECT Publication_Date FROM publication ORDER BY Price DESC,Quelles sont les dates de parutions par ordre décroissant de prix ?
SELECT DISTINCT Publisher FROM publication WHERE Price > 5000000,Quels sont les différents éditeurs de publications dont le prix est supérieur à 5 000 000 ?
SELECT Publisher FROM publication ORDER BY Price DESC LIMIT 1,Indiquez l'éditeur de la publication avec le prix le plus élevé.
SELECT Publication_Date FROM publication ORDER BY Price ASC LIMIT 3,Lister les dates de parution des publications avec les 3 prix les plus bas.
"SELECT T1.Title , T2.Publication_Date FROM book AS T1 JOIN publication AS T2 ON T1.Book_ID = T2.Book_ID",Afficher le titre et les dates de publication des livres.
SELECT T1.Writer FROM book AS T1 JOIN publication AS T2 ON T1.Book_ID = T2.Book_ID WHERE T2.Price > 4000000,Afficher les écrivains qui ont publié un livre avec un prix supérieur à 4000000.
SELECT T1.Title FROM book AS T1 JOIN publication AS T2 ON T1.Book_ID = T2.Book_ID ORDER BY T2.Price DESC,Afficher les titres des livres par ordre décroissant de prix de publication.
SELECT Publisher FROM publication GROUP BY Publisher HAVING COUNT(*) > 1,Afficher les éditeurs qui ont plus d'une publication.
"SELECT Publisher , COUNT(*) FROM publication GROUP BY Publisher",Affichez les différents éditeurs avec le nombre de publications qu'ils ont.
SELECT Publication_Date FROM publication GROUP BY Publication_Date ORDER BY COUNT(*) DESC LIMIT 1,Veuillez indiquer la date de publication la plus courante.
SELECT Writer FROM book GROUP BY Writer HAVING COUNT(*) > 1,Listez les écrivains qui ont écrit plus d'un livre.
SELECT Title FROM book WHERE Book_ID NOT IN (SELECT Book_ID FROM publication),Listez les titres des livres qui ne sont pas publiés.
SELECT Publisher FROM publication WHERE Price > 10000000 INTERSECT SELECT Publisher FROM publication WHERE Price < 5000000,Afficher les éditeurs qui ont des publications avec un prix supérieur à 1 000 000 et des publications avec un prix inférieur à 5 000 000.
